lcia,value,unit,year,method,Location,Process,Scenario,model
"Respiratory Effects, Average",9.804785581870588e-05,kg PM2.5-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_95by2050,ReEDS
Alop,0.0031205603698939,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050,ReEDS
Gwp100,0.1194411746161783,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050,ReEDS
Fdp,0.0558746425864264,kg oil-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050,ReEDS
Fetpinf,6.966498355337233e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050,ReEDS
Fep,3.638137666973044e-06,kg P-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050,ReEDS
Htpinf,0.0191736884504102,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050,ReEDS
Irp_He,0.0383655360518754,kg U235-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050,ReEDS
Metpinf,0.0002678673648613,"kg 1,4-DB-Eq",2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050,ReEDS
Mep,1.324963920753761e-05,kg N-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050,ReEDS
Mdp,0.0094517632134282,kg Fe-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050,ReEDS
Nltp,1.488263215665475e-05,square meter,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050,ReEDS
Odpinf,7.23867302851767e-09,kg CFC-11-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050,ReEDS
Pmfp,0.0001374017494793,kg PM10-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050,ReEDS
Pofp,0.0003296972808331,kg NMVOC-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050,ReEDS
Tap100,0.0003466438157184,kg SO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050,ReEDS
Tetpinf,3.4464960263989175e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050,ReEDS
Ulop,0.0090211696146113,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050,ReEDS
Wdp,0.0019914304962202,m3 water-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050,ReEDS
Acidification,0.0201869676759826,moles of H+-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Ecotoxicity,0.0779033129775011,"kg 2,4-D-Eq",2036,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Eutrophication,1.6762215234414777e-05,kg N,2036,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Global Warming,0.1668202638215904,kg CO2-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Carcinogenics,0.0009195464558288,kg benzene-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Ozone Depletion,8.906733271009885e-09,kg CFC-11-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Photochemical Oxidation,0.0001880039821297,kg NOx-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Non-Carcinogenics,1.7048669608344933,kg toluene-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
"Respiratory Effects, Average",9.645322206457096e-05,kg PM2.5-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Alop,0.0029546277412319,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Gwp100,0.1689391552603278,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Fdp,0.0738592458965644,kg oil-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Fetpinf,3.592398786004214e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Fep,2.668877109671272e-06,kg P-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Htpinf,0.0165160508089904,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Irp_He,0.0452093416337941,kg U235-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Metpinf,0.0002240976653557,"kg 1,4-DB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Mep,1.2456295378402771e-05,kg N-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Mdp,0.0085456069343099,kg Fe-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Nltp,1.4355131594096525e-05,square meter,2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Odpinf,8.74233418621288e-09,kg CFC-11-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Pmfp,0.0001333935646493,kg PM10-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Pofp,0.0003967187453805,kg NMVOC-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Tap100,0.0003492008762545,kg SO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Tetpinf,2.872856199795299e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Ulop,0.0068055942509228,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Wdp,0.0021105014618973,m3 water-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Acidification,0.0194859424438652,moles of H+-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Ecotoxicity,0.087330358854882,"kg 2,4-D-Eq",2036,TRACI2.1,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Eutrophication,1.7573982504184994e-05,kg N,2036,TRACI2.1,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Global Warming,0.1142287992018047,kg CO2-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Carcinogenics,0.0009706333480686,kg benzene-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Ozone Depletion,7.43942971020207e-09,kg CFC-11-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Photochemical Oxidation,0.0001747527144484,kg NOx-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Non-Carcinogenics,1.7786116639742615,kg toluene-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
"Respiratory Effects, Average",9.641334510528372e-05,kg PM2.5-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Alop,0.0031465244088917,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Gwp100,0.1161170799808961,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Fdp,0.0553183703433987,kg oil-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Fetpinf,7.630538102362358e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Fep,3.377031748475045e-06,kg P-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Htpinf,0.0190032391061691,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Irp_He,0.0409097040390466,kg U235-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Metpinf,0.0002629002306065,"kg 1,4-DB-Eq",2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Mep,1.3044952230292424e-05,kg N-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Mdp,0.0093952636105876,kg Fe-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Nltp,1.533540049184804e-05,square meter,2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Odpinf,7.32472580794962e-09,kg CFC-11-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Pmfp,0.000134698629347,kg PM10-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Pofp,0.0003215235531628,kg NMVOC-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Tap100,0.0003375911740663,kg SO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Tetpinf,3.248540952378313e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Ulop,0.0081518388809355,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Wdp,0.0020742015174048,m3 water-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Acidification,0.026780105207761,moles of H+-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Ecotoxicity,0.1359294587304543,"kg 2,4-D-Eq",2036,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Eutrophication,2.1483677438831998e-05,kg N,2036,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Global Warming,0.1789241075479211,kg CO2-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Carcinogenics,0.0009223669797067,kg benzene-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Ozone Depletion,8.97805096044268e-09,kg CFC-11-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Photochemical Oxidation,0.0002643804381626,kg NOx-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Non-Carcinogenics,1.8204505640385984,kg toluene-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
"Respiratory Effects, Average",0.0001330457716921,kg PM2.5-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Alop,0.0035408580966851,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Gwp100,0.1811260875170178,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Fdp,0.0875152034377032,kg oil-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Fetpinf,8.264881187278355e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Fep,7.84379109842437e-06,kg P-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Htpinf,0.0174233513548419,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Irp_He,0.0460369795940453,kg U235-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Metpinf,0.0002138972564912,"kg 1,4-DB-Eq",2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Mep,1.6846223633248578e-05,kg N-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Mdp,0.0083132674854991,kg Fe-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Nltp,1.830206420939705e-05,square meter,2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Odpinf,8.798853159834824e-09,kg CFC-11-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Pmfp,0.000187909392432,kg PM10-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Pofp,0.0004599477642601,kg NMVOC-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Tap100,0.0004570697327919,kg SO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Tetpinf,2.1856230834157973e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Ulop,0.0046762598787232,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Wdp,0.0020275262231065,m3 water-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Acidification,0.0168355744270768,moles of H+-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Ecotoxicity,0.0797989255254418,"kg 2,4-D-Eq",2036,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Eutrophication,1.6015246918558623e-05,kg N,2036,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Global Warming,0.0754498937129646,kg CO2-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Carcinogenics,0.001116469052134,kg benzene-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Ozone Depletion,4.4040046507601326e-09,kg CFC-11-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Photochemical Oxidation,0.0001385683682754,kg NOx-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Non-Carcinogenics,1.7825049517324258,kg toluene-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
"Respiratory Effects, Average",8.500500885521737e-05,kg PM2.5-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Alop,0.0030473307622239,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Gwp100,0.0768885308073977,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Fdp,0.0269594317102256,kg oil-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Fetpinf,3.493502734533515e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Fep,2.650212538635793e-06,kg P-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Htpinf,0.0219566966052845,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Irp_He,0.0273677262393072,kg U235-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Metpinf,0.0002995842354097,"kg 1,4-DB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Mep,1.1357387875089757e-05,kg N-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Mdp,0.0112422572484988,kg Fe-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Nltp,1.2112034406412027e-05,square meter,2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Odpinf,4.345474156375903e-09,kg CFC-11-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Pmfp,0.0001193703266303,kg PM10-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Pofp,0.0002285169722779,kg NMVOC-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Tap100,0.000293094758212,kg SO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Tetpinf,3.656715546061425e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Ulop,0.0096638374901931,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Wdp,0.001859357979699,m3 water-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Acidification,0.0153503065709087,moles of H+-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Ecotoxicity,0.0947870871181347,"kg 2,4-D-Eq",2036,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Eutrophication,1.5722042840458516e-05,kg N,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Global Warming,0.0535408360377874,kg CO2-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Carcinogenics,0.0009759346365319,kg benzene-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Ozone Depletion,4.684696959816755e-09,kg CFC-11-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Photochemical Oxidation,0.0001344980487629,kg NOx-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Non-Carcinogenics,2.068383868593988,kg toluene-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
"Respiratory Effects, Average",6.663117700866049e-05,kg PM2.5-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Alop,0.0031585725725235,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Gwp100,0.0551186300133483,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Fdp,0.0294314639790747,kg oil-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Fetpinf,6.0472625572927776e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Fep,2.6818236828009857e-06,kg P-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Htpinf,0.0191817344993889,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Irp_He,0.0503723277187375,kg U235-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Metpinf,0.0002709523621078,"kg 1,4-DB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Mep,1.2390327068158274e-05,kg N-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Mdp,0.0095449405746509,kg Fe-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Nltp,1.2361564457306727e-05,square meter,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Odpinf,4.652220171022659e-09,kg CFC-11-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Pmfp,9.883561764661824e-05,kg PM10-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Pofp,0.0002209957015944,kg NMVOC-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Tap100,0.0002722285114645,kg SO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Tetpinf,3.498217448028227e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Ulop,0.0090474427307388,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Wdp,0.002173199037612,m3 water-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Acidification,0.0148319322207794,moles of H+-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Ecotoxicity,0.0831484648623557,"kg 2,4-D-Eq",2036,TRACI2.1,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Eutrophication,1.492419869190688e-05,kg N,2036,TRACI2.1,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Global Warming,0.0532230151461746,kg CO2-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Carcinogenics,0.0010531916980235,kg benzene-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Ozone Depletion,4.345394942151946e-09,kg CFC-11-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Photochemical Oxidation,0.0001229313013293,kg NOx-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Non-Carcinogenics,1.958950789761076,kg toluene-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
"Respiratory Effects, Average",6.666562417787051e-05,kg PM2.5-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Alop,0.0030651291670969,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Gwp100,0.0547170955268756,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Fdp,0.0246156967977885,kg oil-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Fetpinf,4.920086134869652e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Fep,1.9475698812012297e-06,kg P-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Htpinf,0.02100141680174,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Irp_He,0.0349463965367234,kg U235-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Metpinf,0.0002906564263352,"kg 1,4-DB-Eq",2036,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Mep,1.1026351401121352e-05,kg N-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Mdp,0.0105796206356897,kg Fe-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Nltp,1.1605854551621236e-05,square meter,2036,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Odpinf,4.311317311044537e-09,kg CFC-11-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Pmfp,9.843560585424396e-05,kg PM10-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Pofp,0.0002069126664623,kg NMVOC-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Tap100,0.0002634380262404,kg SO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Tetpinf,3.600371305417597e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Ulop,0.0092993041475757,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Wdp,0.0019627064355979,m3 water-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Acidification,0.0234217480834552,moles of H+-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Ecotoxicity,0.1342719416503459,"kg 2,4-D-Eq",2036,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Eutrophication,2.2107610742842225e-05,kg N,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Global Warming,0.0969979310038986,kg CO2-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Carcinogenics,0.000879569973686,kg benzene-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Ozone Depletion,8.414068211434568e-09,kg CFC-11-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Photochemical Oxidation,0.0002234721246283,kg NOx-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Non-Carcinogenics,1.7947529508535949,kg toluene-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
"Respiratory Effects, Average",9.481675595055836e-05,kg PM2.5-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Alop,0.0037482313742881,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Gwp100,0.0990248185476547,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Fdp,0.0732902181501615,kg oil-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Fetpinf,0.0001265376207052,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Fep,7.882695415510894e-06,kg P-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Htpinf,0.0186151092072103,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Irp_He,0.0388171314048135,kg U235-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Metpinf,0.0002629957966828,"kg 1,4-DB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
